Date,Open,High,Low,Close,Adj Close,Volume
2020-12-01,8.359999656677246,9.6899995803833,6.920000076293945,7.0,7.0,329454900
2020-12-02,7.679999828338623,8.40999984741211,7.090000152587891,7.449999809265137,7.449999809265137,150129800
2020-12-03,7.440000057220459,7.610000133514404,7.199999809265137,7.460000038146973,7.460000038146973,40307200
2020-12-04,7.389999866485596,8.550000190734863,7.389999866485596,8.520000457763672,8.520000457763672,69814500
2020-12-07,8.739999771118164,9.0,8.119999885559082,8.25,8.25,44629100
2020-12-08,8.260000228881836,8.720000267028809,8.239999771118164,8.520000457763672,8.520000457763672,26885100
2020-12-09,8.550000190734863,8.649999618530273,8.0600004196167,8.3100004196167,8.3100004196167,19628000
2020-12-10,8.100000381469727,8.399999618530273,8.079999923706055,8.369999885559082,8.369999885559082,10923200
2020-12-11,8.300000190734863,8.329999923706055,7.960000038146973,8.15999984741211,8.15999984741211,11643200
2020-12-14,8.279999732971191,8.569999694824219,8.15999984741211,8.25,8.25,14675500
2020-12-15,8.359999656677246,8.390000343322754,8.09000015258789,8.300000190734863,8.300000190734863,9782000
2020-12-16,8.350000381469727,8.350000381469727,8.170000076293945,8.239999771118164,8.239999771118164,8043200
2020-12-17,8.300000190734863,8.34000015258789,8.029999732971191,8.260000228881836,8.260000228881836,17717900
2020-12-18,7.829999923706055,7.829999923706055,6.880000114440918,6.949999809265137,6.949999809265137,49470100
2020-12-21,6.840000152587891,7.199999809265137,6.730000019073486,7.110000133514404,7.110000133514404,17988300
2020-12-22,7.179999828338623,7.440000057220459,7.050000190734863,7.190000057220459,7.190000057220459,16741500
2020-12-23,7.300000190734863,7.329999923706055,7.079999923706055,7.090000152587891,7.090000152587891,9115500
2020-12-24,7.119999885559082,7.239999771118164,7.050000190734863,7.059999942779541,7.059999942779541,6088300
2020-12-28,7.099999904632568,7.130000114440918,6.849999904632568,6.880000114440918,6.880000114440918,9820100
2020-12-29,6.980000019073486,7.0,6.679999828338623,6.769999980926514,6.769999980926514,11284200
2020-12-30,6.789999961853027,6.809999942779541,6.599999904632568,6.670000076293945,6.670000076293945,9434900
2020-12-31,6.679999828338623,6.800000190734863,6.630000114440918,6.630000114440918,6.630000114440918,7530600
2021-01-04,6.699999809265137,6.820000171661377,6.519999980926514,6.579999923706055,6.579999923706055,11139200
2021-01-05,6.619999885559082,6.800000190734863,6.559999942779541,6.769999980926514,6.769999980926514,9108900
2021-01-06,6.710000038146973,6.909999847412109,6.630000114440918,6.710000038146973,6.710000038146973,11022300
2021-01-07,6.75,7.119999885559082,6.71999979019165,7.059999942779541,7.059999942779541,13062800
2021-01-08,7.21999979019165,7.639999866485596,7.099999904632568,7.559999942779541,7.559999942779541,23039300
2021-01-11,7.639999866485596,7.789999961853027,7.320000171661377,7.650000095367432,7.650000095367432,15720100
2021-01-12,7.690000057220459,7.710000038146973,7.480000019073486,7.630000114440918,7.630000114440918,9416000
2021-01-13,7.650000095367432,7.659999847412109,7.400000095367432,7.440000057220459,7.440000057220459,8345500
2021-01-14,7.510000228881836,9.329999923706055,7.46999979019165,9.109999656677246,9.109999656677246,65231300
2021-01-15,10.680000305175781,11.5600004196167,9.399999618530273,9.84000015258789,9.84000015258789,153854700
2021-01-19,10.850000381469727,12.390000343322754,10.579999923706055,12.350000381469727,12.350000381469727,112483200
2021-01-20,13.229999542236328,13.640000343322754,12.380000114440918,12.789999961853027,12.789999961853027,130140700
2021-01-21,12.619999885559082,12.949999809265137,12.010000228881836,12.850000381469727,12.850000381469727,63272900
2021-01-22,12.369999885559082,14.279999732971191,12.170000076293945,14.039999961853027,14.039999961853027,120473600
2021-01-25,19.549999237060547,20.829999923706055,15.739999771118164,18.030000686645508,18.030000686645508,363829100
2021-01-26,19.09000015258789,19.510000228881836,17.190000534057617,18.920000076293945,18.920000076293945,242740800
2021-01-27,20.25,28.770000457763672,19.809999465942383,25.100000381469727,25.100000381469727,372222600
2021-01-28,19.469999313354492,22.5,13.399999618530273,14.649999618530273,14.649999618530273,194906600
2021-01-29,17.979999542236328,18.1200008392334,13.6899995803833,14.100000381469727,14.100000381469727,94049200
2021-02-01,14.640000343322754,15.539999961853027,12.729999542236328,14.630000114440918,14.630000114440918,78506000
2021-02-02,13.470000267028809,13.75,11.079999923706055,11.550000190734863,11.550000190734863,80520900
2021-02-03,11.720000267028809,12.470000267028809,11.079999923706055,12.0,12.0,50001300
2021-02-04,12.119999885559082,12.430000305175781,11.529999732971191,12.149999618530273,12.149999618530273,33668000
2021-02-05,11.920000076293945,13.670000076293945,11.880000114440918,13.229999542236328,13.229999542236328,44183100
2021-02-08,13.779999732971191,14.350000381469727,13.300000190734863,13.760000228881836,13.760000228881836,37068900
2021-02-09,13.609999656677246,13.649999618530273,13.010000228881836,13.430000305175781,13.430000305175781,23252500
2021-02-10,13.069999694824219,13.489999771118164,12.75,13.100000381469727,13.100000381469727,27277900
2021-02-11,12.84000015258789,13.09000015258789,12.130000114440918,12.460000038146973,12.460000038146973,22895500
2021-02-12,12.289999961853027,13.289999961853027,12.119999885559082,13.039999961853027,13.039999961853027,18222500
2021-02-16,13.119999885559082,13.170000076293945,12.050000190734863,12.210000038146973,12.210000038146973,25480200
2021-02-17,11.800000190734863,11.819999694824219,11.010000228881836,11.319999694824219,11.319999694824219,26222900
2021-02-18,10.829999923706055,11.279999732971191,10.75,10.9399995803833,10.9399995803833,19052600
2021-02-19,10.970000267028809,11.1899995803833,10.619999885559082,10.899999618530273,10.899999618530273,20132700
2021-02-22,10.609999656677246,11.5600004196167,10.569999694824219,10.680000305175781,10.680000305175781,21227500
2021-02-23,10.289999961853027,10.460000038146973,9.630000114440918,10.399999618530273,10.399999618530273,27150600
2021-02-24,10.289999961853027,11.720000267028809,10.180000305175781,11.319999694824219,11.319999694824219,40660700
2021-02-25,12.140000343322754,12.149999618530273,10.350000381469727,10.579999923706055,10.579999923706055,46082800
2021-02-26,10.479999542236328,10.819999694824219,10.010000228881836,10.050000190734863,10.050000190734863,22542400
2021-03-01,10.289999961853027,11.25,10.289999961853027,10.90999984741211,10.90999984741211,24897300
2021-03-02,10.899999618530273,10.9399995803833,10.420000076293945,10.5,10.5,12395300
2021-03-03,10.479999542236328,10.720000267028809,10.050000190734863,10.149999618530273,10.149999618530273,14866300
2021-03-04,10.010000228881836,10.369999885559082,9.59000015258789,9.84000015258789,9.84000015258789,26124100
2021-03-05,9.800000190734863,9.850000381469727,8.819999694824219,9.449999809265137,9.449999809265137,23723400
2021-03-08,9.390000343322754,10.020000457763672,9.1899995803833,9.75,9.75,16479500
2021-03-09,10.1899995803833,10.680000305175781,10.029999732971191,10.449999809265137,10.449999809265137,21437800
2021-03-10,11.010000228881836,11.010000228881836,10.149999618530273,10.34000015258789,10.34000015258789,23939100
2021-03-11,10.550000190734863,10.800000190734863,10.329999923706055,10.699999809265137,10.699999809265137,12306200
2021-03-12,10.470000267028809,11.930000305175781,10.359999656677246,11.850000381469727,11.850000381469727,25863200
2021-03-15,12.09000015258789,12.520000457763672,11.550000190734863,11.680000305175781,11.680000305175781,25353500
2021-03-16,11.869999885559082,12.199999809265137,11.270000457763672,11.460000038146973,11.460000038146973,19812400
2021-03-17,11.329999923706055,11.65999984741211,11.149999618530273,11.600000381469727,11.600000381469727,9710500
2021-03-18,11.390000343322754,11.470000267028809,10.65999984741211,10.760000228881836,10.760000228881836,11400300
2021-03-19,10.829999923706055,11.170000076293945,10.6899995803833,10.949999809265137,10.949999809265137,10519100
2021-03-22,11.0,11.34000015258789,10.65999984741211,10.710000038146973,10.710000038146973,7903600
2021-03-23,10.6899995803833,10.6899995803833,10.020000457763672,10.069999694824219,10.069999694824219,12245500
2021-03-24,10.210000038146973,10.220000267028809,9.550000190734863,9.579999923706055,9.579999923706055,12636100
2021-03-25,9.3100004196167,9.970000267028809,9.25,9.880000114440918,9.880000114440918,14363900
2021-03-26,10.050000190734863,10.050000190734863,9.289999961853027,9.630000114440918,9.630000114440918,13197200
2021-03-29,9.5600004196167,9.670000076293945,9.140000343322754,9.199999809265137,9.199999809265137,13538000
2021-03-30,9.079999923706055,9.40999984741211,8.880000114440918,9.34000015258789,9.34000015258789,17569600
2021-03-31,8.609999656677246,8.729999542236328,8.359999656677246,8.430000305175781,8.430000305175781,32865200
